73,University Of Texas Dallas,ECE,MS,S16,Accepted,E-mail,23-10-2015,1445572800,8.29,147,163,2.5,TRUE,,Other,10/10/15,1444449600,
74,Koneru Lakshamiah College Of Engineering,ECE,MS,S16,Accepted,E-mail,23-10-2015,1445572800,8.29,147,163,2.5,TRUE,,Other,10/10/15,1444449600,received by mail ..trying for assistanceships
75,University Of Texas At Arlington,CS,MS,S16,Other,E-mail,5/10/15,1444017600,,,,,,,,5/10/15,1444017600,Congrats. When did you submit your application?
76,UT Arlington,CS,MS,S16,Other,Website,5/10/15,1444017600,,,,,,,,5/10/15,1444017600,To the person below who got accepted by UT Arlington. Could you pls share your GRE score and bachelor's degree?
77,UT Arlington,CS,MS,S16,Other,Website,5/10/15,1444017600,,,,,,,,5/10/15,1444017600,To the person below to got accepted by UT Arlington. Could you share your GRE score and Bachelor's degree?
78,The University Of Texas Arlington,CS,MS,F16,Accepted,Website,5/10/15,1444017600,4,157,169,4.5,TRUE,,International,5/10/15,1444017600,Expected this! No news on financial aid though
79,(Arizona State University) ASU,CS,MS,S16,Accepted,E-mail,3/10/15,1443844800,3.5,163,150,3.5,TRUE,,Other,4/10/15,1443931200,Have been accepted for MCS
80,University Of Texas - Dallas (UTD),CS,MS,S16,Rejected,Website,2/10/15,1443758400,,,,,,,International with US Degree,2/10/15,1443758400,I'm the one who reported reject but I didn't receive the letter require me to retake GRE. I have a quite high GRE score but my undergraduate is not major in CS. But I have 2+years CS working experience. don't understand what they are looking for. And i waited about 2 weeks for this decision.
81,University Of Texas At Dallas (UT Dallas),CS,MS,S16,Other,E-mail,2/10/15,1443758400,,,,,,,,2/10/15,1443758400,"I received a similar mail asking me to retake GRE but i don't know if i can. To the person who din't retake GRE, which other college are you counting on?"
82,The University Of Texas At Dallas,CS,MS,F16,Other,Other,1/10/15,1443672000,,,,,,,International,1/10/15,1443672000,For those who applied to UTD: Thanks for sharing your information. How long did they take to review your application?
83,University Of Texas - Dallas (UTD),CS,MS,S16,Other,Other,1/10/15,1443672000,,,,,,,Other,1/10/15,1443672000,"I am one of the two fellows below that reported a ""Rejected"" status and I am the same guy that posted the email sent by the department requesting to re-take the GRE... It seems that minimum GRE is very important for these guys"
84,The University Of Illinois At Urbana-Champaign,ECE,MS,S16,Accepted,E-mail,28-09-2015,1443412800,3.68,165,170,4.5,TRUE,,International with US Degree,30-09-2015,1443585600,Undergrad at UIUC . No offers of aid yet.
85,Simon Fraser University (SFU),CS,MS,S16,Rejected,Website,30-09-2015,1443585600,,,,,,,International,30-09-2015,1443585600,Course-based
86,University Of Texas - Dallas (UTD),CS,MS,S16,Rejected,Phone,17-09-2015,1442462400,,,,,,,International with US Degree,30-09-2015,1443585600,
87,University Of Waterloo (UW / UWaterloo),CS,MS,S16,Accepted,E-mail,28-09-2015,1443412800,,,,,,,International,30-09-2015,1443585600,Winter 2016 admit. MMath CS coursework.
88,Indian Institute Of Technology,CS,MS,F16,Accepted,Other,28-09-2015,1443412800,,,,,,,Other,28-09-2015,1443412800,
89,(Arizona State University) ASU,Other,MS,S16,Accepted,E-mail,18-09-2015,1442548800,3.2,146,161,3,TRUE,,International,28-09-2015,1443412800,
90,University Of Texas - Dallas (UTD),CS,MS,S16,Rejected,Website,28-09-2015,1443412800,,,,,,,International,28-09-2015,1443412800,Checked the Galaxy portal today
91,University Of Texas Dallas,ECE,MS,S16,Accepted,E-mail,22-09-2015,1442894400,,152,166,3,TRUE,,International,22-09-2015,1442894400,Told to contact Prof.'s for funding...Undergrad India GPA 8.7/10.00
92,University Of Texas - Dallas (UTD),CS,MS,S16,Other,E-mail,19-09-2015,1442635200,,,,,,,International,22-09-2015,1442894400,"Hi, I received the same email asking me to retake my GRE exam. My current score is 304. How much time do I have to prepare for the exam"
93,University Of Texas - Dallas (UTD),CS,MS,F16,Other,Other,18-09-2015,1442548800,,,,,,,International,18-09-2015,1442548800,"Hi, yes that must be since I am watching in their webpage that the minimum combined GRE recommended is 308 and my score is 300, unfortunately, I don't have the same time as before to study again for the test"
94,U Of Texas At Dallas,CS,MS,F16,Other,Other,18-09-2015,1442548800,,,,,,,International,18-09-2015,1442548800,"To the post below, can you please share your GRE score? I think they have interest in your application but perhaps your score is a bit lower than their minimum?"
95,University Of Texas At Dallas (UTD),CS,MS,F16,Other,Other,17-09-2015,1442462400,,,,,,,International,17-09-2015,1442462400,"Hi! I received the following email:Thank you for your interest in the MSCS/MSSE program at University of Texas at Dallas. The admissions committee recommends you to retake GRE exam and submit new scores to make your application more competitive.   Please let us know in the next 6 weeks if you plan to re-take the exam.  If you do not plan to re-take the exam and we do not hear from you, we will re-submit your application to the committee and it will be evaluated based on the documents and scores we currently have from your application.What does it mean?"
96,UCI University Of California Irvine,Other,PhD,F15,Accepted,E-mail,19-02-2015,1424322000,,,,,,,American,11/9/15,1441944000,
97,University Of Waterloo ON Canada,CS,MS,S16,Rejected,E-mail,10/10/15,1444449600,,,,,,,International,10/9/15,1441857600,winter 2016
98,The University Of Illinois At Urbana-Champaign  UIUC,CS,MS,F15,Rejected,Website,27-01-2015,1422334800,3.2,152,155,2.5,TRUE,,International,27-08-2015,1440648000,
99,The University Of Oxford,CS,PhD,F15,Accepted,E-mail,19-08-2015,1439956800,,,,,,,American,25-08-2015,1440475200,
100,The University Of New South Wales,ECE,PhD,S16,Other,Other,25-08-2015,1440475200,,,,,,,Other,25-08-2015,1440475200,"To the previous post, is it with scholarship? Congratulation"
101,University Of Waterloo,ECE,PhD,S16,Accepted,Website,19-08-2015,1439956800,,,,,,,International,19-08-2015,1439956800,Winter admission
102,KAUST ( King Abdullah University Of Science And Technology),CS,MS,F15,Rejected,E-mail,17-08-2015,1439784000,,,,,,,Other,17-08-2015,1439784000,:(
103,Georgia  Tech,ECE,MS,S16,Other,Other,11/8/15,1439265600,,,,,,,International,11/8/15,1439265600,When does the Spring admit results get posted for the top 15 colleges? Sept or Oct or Nov or Dec
104,Michigan State  University,CS,PhD,F15,Accepted,E-mail,3/3/15,1425358800,3.71,143,160,3.5,TRUE,,International with US Degree,10/8/15,1439179200,I had a paper on IEEE Transactions on Cybernetics during my MS in Mississippi State University. My MS cgpa was 3.72
105,The University Of Illinois At Chicago (UIC),ECE,MS,F15,Accepted,E-mail,10/6/15,1433908800,,,,,,,American,10/8/15,1439179200,
106,University Of Ottawa,CS,MS,S16,Accepted,E-mail,23-07-2015,1437624000,,145,161,3.5,TRUE,,International,9/8/15,1439092800,"Undergraduate 70% Mumbai university, 2 yrs of work ex in MNC, decent co curriculum,  2 certifications."
107,University Of Saarland,CS,MS,F15,Accepted,E-mail,20-07-2015,1437364800,,,,,,,Other,8/8/15,1439006400,"GPA: 7.85/10 , 2 research internships, IELTS: 8/9, 4 international awards for IEEE volunteering"
108,NMAMIT,CS,Other,F16,Other,Postal Service,6/8/15,1438833600,3.6,143,158,3.5,TRUE,,International,6/8/15,1438833600,
109,GaTech (Georgia Institute Of Technology),CS,MS,F15,Accepted,E-mail,6/5/15,1430884800,,,,,,,American,6/8/15,1438833600,
110,Rajshahi University Of Engineering & Technology (RUET),ECE,MS,F16,Accepted,E-mail,5/8/15,1438747200,3.15,136,164,,TRUE,,Other,5/8/15,1438747200,
111,Harvard University (SEAS),CS,PhD,F16,Accepted,E-mail,4/8/15,1438660800,3.6,160,170,4,TRUE,,International,4/8/15,1438660800,
112,Kaust,CS,MS,F15,Wait listed,Other,3/8/15,1438574400,,,,,,,,3/8/15,1438574400,"I am still waiting :( ...For any updates, please share.."
113,University Of Texas At San Antonio (UTSA),CS,MS,F15,Other,Other,2/8/15,1438488000,,,,,,,International,2/8/15,1438488000,"I sent my application at June 22th, but I haven't get any result from school yet until now. Does anyone get the admission or rejection from school? I am very nervous."
114,"(University Of California, Los Angeles",CS,MS,F15,Accepted,Phone,29-06-2015,1435550400,3.1,153,156,3.5,TRUE,,International,29-07-2015,1438142400,Yay!!
115,University Of Waterloo (UW / UWaterloo),ECE,MS,F15,Rejected,E-mail,15-07-2015,1436932800,3.52,159,165,4.5,TRUE,,Other,27-07-2015,1437969600,Canadian applicant with non-Canadian degree. Got generic rejection email.
116,The University Of Illinois At Urbana-Champaign,CS,MS,F15,Rejected,Website,24-05-2015,1432440000,3.96,155,163,5,TRUE,,International,24-07-2015,1437710400,"5 international papers, 6 months research internship!!I dont know what went wrong"
117,Yale Univeristy,CS,MS,F16,Accepted,E-mail,21-07-2015,1437451200,3.6,155,165,3.5,TRUE,,International,21-07-2015,1437451200,
118,Carnegie  Mellon University (CMU),ECE,MS,F15,Other,Other,17-07-2015,1437105600,,,,,,,Other,17-07-2015,1437105600,"Also still waiting. This is quite ridiculous, emailing them results in an automated message telling us that they don't give status updates about admissions through email. Considering that we had to pay an application fee we should at least be able to hear back in a reasonable time. This is extremely unprofessional of CMU"
119,Carnegie Mellon University (CMU),ECE,MS,F15,Other,Other,16-07-2015,1437019200,,,,,,,International,16-07-2015,1437019200,Even I m waiting for CMU !!! No response from them :(
120,KAUST,CS,MS,F15,Accepted,E-mail,16-07-2015,1437019200,4,162,165,4.5,TRUE,,International,16-07-2015,1437019200,FINALLY!!! THANK YOU KAUST!!
121,KAUST,CS,MS,F15,Rejected,E-mail,7/7/15,1436241600,,,,,,,Other,7/7/15,1436241600,:( :(
122,Concordia University (Canada),ECE,MS,F15,Accepted,E-mail,2/3/15,1425272400,,,,,,,International,2/7/15,1435809600,
123,University Of Texas San Antonio (UTSA),CS,PhD,F15,Rejected,E-mail,30-05-2015,1432958400,3.58,143,164,3,TRUE,,International,1/7/15,1435723200,
124,"University Of California, Davis (UC Davis)",ECE,PhD,F15,Rejected,E-mail,27-06-2015,1435377600,,,,,,,International,28-06-2015,1435464000,At last......Now I can die in peace
125,Texas A&M University,CS,PhD,F15,Rejected,Website,24-06-2015,1435118400,3.68,153,162,4,TRUE,,International,28-06-2015,1435464000,Took them a long time to post the status online. Got accepted elsewhere anyway.
126,Carnegie Mellon  University (CMU),ECE,MS,F15,Other,Other,27-06-2015,1435377600,3.93,164,168,5,TRUE,,International,27-06-2015,1435377600,"Very disappointed with CMU. So many sleepless nights, and still no communication/ replies from them. Anyway, finalized another university and got the Visa."
127,University Of Connecticut ( UConn),ECE,PhD,F15,Rejected,E-mail,26-06-2015,1435291200,,151,163,3,TRUE,,,27-06-2015,1435377600,
128,Ttcmyn.gov.bd,CS,Other,F15,Accepted,Website,27-06-2015,1435377600,,,,,,,Other,27-06-2015,1435377600,
129,"University Of California, Riverside (UCR)",CS,PhD,F15,Rejected,E-mail,22-05-2015,1432267200,,155,165,3.5,TRUE,,American,26-06-2015,1435291200,I can't believe they waited to reject me until the end of May!!
130,GaTech (Georgia Institute Of Technology),CS,MS,F15,Accepted,E-mail,13-06-2015,1434168000,3.3,160,170,3,TRUE,,International,23-06-2015,1435032000,Canadian Master/Bachelor degree from McGill.
131,KAUST,CS,MS,F15,Other,Other,21-06-2015,1434859200,,,,,,,International,21-06-2015,1434859200,"Is there any possibility that any one get result without interviews? I mean, I applied couple of months ago but didn't hear yet."
132,Carnegie  Mellon University (CMU),ECE,PhD,F15,Rejected,E-mail,20-06-2015,1434772800,,,,,,,International,20-06-2015,1434772800,"No problem, anyways CMU sucks for communications/signal processing. Got a much better admit."
133,Carnegie  Mellon University (CMU),ECE,MS,F15,Rejected,E-mail,19-06-2015,1434686400,,,,,,,International,19-06-2015,1434686400,
134,University Of Alberta,ECE,MS,F15,Other,Other,19-06-2015,1434686400,,,,,,,International,19-06-2015,1434686400,Anybody got ECE admission offer from UoA
135,McMaster University,CS,MS,F15,Other,E-mail,18-06-2015,1434600000,,,,,,,International,18-06-2015,1434600000,Status still eligible to potential supervisors. Any body got accepted?
136,Carnegie  Mellon University (CMU),ECE,MS,F15,Other,Phone,17-06-2015,1434513600,,,,,,,International,18-06-2015,1434600000,Called the admission office and got information that the chances of getting admit is sleek & would inform us by end of next week.
137,Carnegie  Mellon University (CMU),ECE,MS,F15,Other,Other,18-06-2015,1434600000,,,,,,,American,18-06-2015,1434600000,"Still waiting :l. This year they accidentally sent out a bunch of false acceptances, maybe that's causing this issue?"
138,Carnegie  Mellon University (CMU),ECE,MS,F15,Other,Other,17-06-2015,1434513600,,,,,,,International,17-06-2015,1434513600,I mailed CMU regarding decision and haven't got any response from them. Has anyone heard from them at all ??
139,Iowa State University (ISU),HCI,MS,F15,Other,Other,17-06-2015,1434513600,,,,,,,International,17-06-2015,1434513600,I haven't heard from them for SEVERAL MONTHS. I got admitted to much better school so never mind. But I at least paid 100 USD and you would expect to hear something from them. WHAT'S GOING ON?
140,University Of Toronto,ECE,MS,F15,Rejected,E-mail,16-06-2015,1434427200,,,,,,,International,16-06-2015,1434427200,No publications neither GRE score. Maybe next year when I do both.
141,Boston University,CS,MS,F15,Accepted,E-mail,5/6/15,1433476800,,,,,,,International,5/6/15,1433476800,Very Costly! But would go!
142,"Carnegie Mellon University, Silicon Valley",ECE,MS,F15,Accepted,E-mail,2/6/15,1433217600,3.3,152,162,4,TRUE,,International,5/6/15,1433476800,I am the poster below. I didnt ask them to consider for Spring 2016.  I had applied for M.S. in ECE at PA campus and M.S. at SV campus were my other 2 options. I got admit for M.S. in ECE at SV campus. I was not in touch with the department all this while.
143,USC,CS,MS,F15,Rejected,E-mail,4/6/15,1433390400,,,,,,,International,4/6/15,1433390400,Game dev reject. ;_;
144,EPFL,CS,MS,F15,Rejected,E-mail,3/6/15,1433304000,,,,,,,International,4/6/15,1433390400,"GPA: 7.85/10 , 2 research internships, IELTS: 8/9, 4 international awards for volunteering, Still not good enough for EPFL...Maybe one should apply in the 1st application period..."
145,EPFL,CS,MS,F15,Rejected,E-mail,3/6/15,1433304000,,,,,,,International,3/6/15,1433304000,"Rank 1 in my year, multiple contests with good results, internships and extracurricular activities. No papers at the time of the application. IELTS Academic overall 8."
146,EPFL,CS,MS,F15,Rejected,E-mail,3/6/15,1433304000,,,,,,,International,3/6/15,1433304000,
147,York University,CS,MS,F15,Other,Other,3/6/15,1433304000,,,,,,,International,3/6/15,1433304000,Anybody who is still waiting for results for MS in CS? I didn't get any kind of response yet.
148,UC Davis,CS,PhD,F15,Rejected,Website,13-05-2015,1431489600,3.85,156,168,4,TRUE,,American,2/6/15,1433217600,"""No additional space in the graduate program for this admissions cycle."""
149,ETH,CS,MS,F15,Rejected,E-mail,1/6/15,1433131200,,,,,,,International,2/6/15,1433217600,"GPA: 7.85/10 , 2 research internships, IELTS: 8/9, 4 international awards for volunteering, Still not good enough for ETH. You lose ETH"
150,KAUST,CS,MS,F15,Rejected,E-mail,2/6/15,1433217600,,,,,,,International,2/6/15,1433217600,Highly unprofessional admission process. It's unbelieavable how people with poor English and no mertis whatsoever can be accepted.
151,KAUST,CS,MS,F15,Rejected,E-mail,2/6/15,1433217600,,,,,,,International,2/6/15,1433217600,
